Year,School,School_Consistant,lon,lat,IndianMale,IndianFemale,Indian_Pop,Indian_Prcnt,IndianPercent,AsianMale,AsianFemale,Asian_Pop,Asian_Prcnt,AsianPercent,HispanicMale,HispanicFemale,Hispanic_Pop,Hispanic_Prcnt,HispanicPercent,BlackMale,BlackFemale,Black_Pop,Black_Prcnt,BlackPercent,WhiteMale,WhiteFemale,White_Pop,White_Prcnt,WhitePercent,PacificIslandMale,PacificIslandFemale,Pacific_Pop,Pacific_Prcnt,PacificPercent,TwoorMoreMale,TwoorMoreFemale,Mixed_Pop,Mixed_Prcnt,TwoorMorePercent,Total,Diverse1,Diverse2,Diverse3
2010,BEREWICK ELEMENTARY,BEREWICK ELEMENTARY,-80.978473,35.17352,0,0,0,0,0.00%,26,17,43,8.206,8.20%,67,65,132,25.191,25.20%,162,96,258,49.237,49.20%,43,48,91,17.366,17.40%,0,0,0,0,0.00%,0,0,0,0,0.00%,524,0,0,0
2011,BEREWICK ELEMENTARY,BEREWICK ELEMENTARY,-80.978473,35.17352,0,0,0,0,0.00%,27,23,50,8.319,8.30%,67,75,142,23.627,23.60%,143,108,251,41.764,41.80%,64,56,120,19.967,20.00%,0,0,0,0,0.00%,26,12,38,6.323,6.30%,601,0,0,0
2012,BEREWICK ELEMENTARY,BEREWICK ELEMENTARY,-80.978473,35.17352,2,0,2,0.322,0.30%,36,18,54,8.696,8.70%,66,72,138,22.222,22.20%,163,121,284,45.733,45.70%,67,64,131,21.095,21.10%,0,0,0,0,0.00%,5,7,12,1.932,1.90%,621,0,0,0
2013,BEREWICK ELEMENTARY,BEREWICK ELEMENTARY,-80.978473,35.17352,2,0,2,0.301,0.30%,36,23,59,8.886,8.90%,76,69,145,21.837,21.80%,158,137,295,44.428,44.40%,80,67,147,22.139,22.10%,0,0,0,0,0.00%,8,8,16,2.41,2.40%,664,0,0,0
2014,Berewick Elementary,BEREWICK ELEMENTARY,-80.978473,35.17352,2,1,3,0.423,0.40%,34,30,64,9.027,9.00%,85,79,164,23.131,23.10%,165,161,326,45.98,46.00%,74,66,140,19.746,19.70%,1,1,2,0.282,0.30%,5,5,10,1.41,1.40%,709,0,0,0
2015,Berewick Elementary,BEREWICK ELEMENTARY,-80.978473,35.17352,4,0,4,0.666,0.70%,25,30,55,9.151,9.20%,88,84,172,28.619,28.60%,131,153,284,47.255,47.30%,43,34,77,12.812,12.80%,0,1,1,0.166,0.20%,4,4,8,1.331,1.30%,601,0,0,0
2016,Berewick Elementary,BEREWICK ELEMENTARY,-80.978473,35.17352,4,0,4,0.661,0.70%,30,34,64,10.579,10.60%,90,88,178,29.421,29.40%,127,147,274,45.289,45.30%,33,38,71,11.736,11.70%,0,1,1,0.165,0.20%,7,6,13,2.149,2.10%,605,0,0,0
2017,Berewick Elementary,BEREWICK ELEMENTARY,-80.978473,35.17352,4,2,6,0.865,0.90%,32,35,67,9.654,9.70%,103,100,203,29.251,29.30%,142,148,290,41.787,41.80%,55,54,109,15.706,15.70%,0,1,1,0.144,0.10%,12,6,18,2.594,2.60%,694,0,0,0
2018,Berewick Elementary,BEREWICK ELEMENTARY,-80.978473,35.17352,4,1,5,0.675,0.70%,43,41,84,11.336,11.30%,110,105,215,29.015,29.00%,162,149,311,41.97,42.00%,48,60,108,14.575,14.60%,0,1,1,0.135,0.10%,8,9,17,2.294,2.30%,741,0,0,0
2019,Berewick Elementary,BEREWICK ELEMENTARY,-80.978473,35.17352,5,1,6,0.722,0.70%,49,52,101,12.154,12.20%,111,125,236,28.4,28.40%,188,151,339,40.794,40.80%,50,74,124,14.922,14.90%,0,1,1,0.12,0.10%,12,12,24,2.888,2.90%,831,0,0,0
2020,Berewick Elementary,BEREWICK ELEMENTARY,-80.978473,35.17352,4,2,6,0.823,0.80%,46,50,96,13.169,13.20%,107,105,212,29.081,29.10%,167,123,290,39.781,39.80%,44,53,97,13.306,13.30%,1,1,2,0.274,0.30%,12,14,26,3.567,3.60%,729,0,0,0
2008,BERRYHILL ELEMENTARY,BERRYHILL SCHOOL,-80.990215,35.212586,1,0,1,0.27,0.30%,12,13,25,6.739,6.70%,73,75,148,39.892,39.90%,50,56,106,28.571,28.60%,37,54,91,24.528,24.50%,0,0,0,0,0.00%,0,0,0,0,0.00%,371,0,0,0
2009,BERRYHILL ELEMENTARY,BERRYHILL SCHOOL,-80.990215,35.212586,5,1,6,1.481,1.50%,17,17,34,8.395,8.40%,78,78,156,38.519,38.50%,48,53,101,24.938,24.90%,46,62,108,26.667,26.70%,0,0,0,0,0.00%,0,0,0,0,0.00%,405,0,0,0
2010,BERRYHILL ELEMENTARY,BERRYHILL SCHOOL,-80.990215,35.212586,4,0,4,1.216,1.20%,16,13,29,8.815,8.80%,96,67,163,49.544,49.50%,29,31,60,18.237,18.20%,36,37,73,22.188,22.20%,0,0,0,0,0.00%,0,0,0,0,0.00%,329,0,0,0
2011,BERRYHILL ELEMENTARY,BERRYHILL SCHOOL,-80.990215,35.212586,3,0,3,0.92,0.90%,14,9,23,7.055,7.10%,85,74,159,48.773,48.80%,21,21,42,12.883,12.90%,36,40,76,23.313,23.30%,0,0,0,0,0.00%,11,12,23,7.055,7.10%,326,0,0,0
2012,BERRYHILL SCHOOL,BERRYHILL SCHOOL,-80.990215,35.212586,2,2,4,0.775,0.80%,11,19,30,5.814,5.80%,137,125,262,50.775,50.80%,46,40,86,16.667,16.70%,56,62,118,22.868,22.90%,0,0,0,0,0.00%,7,9,16,3.101,3.10%,516,0,0,0
2013,BERRYHILL SCHOOL,BERRYHILL SCHOOL,-80.990215,35.212586,3,4,7,1.188,1.20%,11,22,33,5.603,5.60%,165,143,308,52.292,52.30%,50,45,95,16.129,16.10%,54,75,129,21.902,21.90%,0,0,0,0,0.00%,7,10,17,2.886,2.90%,589,0,0,0
2014,Berryhill School,BERRYHILL SCHOOL,-80.990215,35.212586,2,4,6,0.936,0.90%,12,16,28,4.368,4.40%,189,172,361,56.318,56.30%,61,47,108,16.849,16.80%,58,58,116,18.097,18.10%,1,0,1,0.156,0.20%,8,13,21,3.276,3.30%,641,0,0,0
2015,Berryhill School,BERRYHILL SCHOOL,-80.990215,35.212586,2,2,4,0.602,0.60%,14,19,33,4.97,5.00%,193,196,389,58.584,58.60%,57,46,103,15.512,15.50%,58,54,112,16.867,16.90%,1,0,1,0.151,0.20%,9,13,22,3.313,3.30%,664,0,0,0
2016,Berryhill School,BERRYHILL SCHOOL,-80.990215,35.212586,3,3,6,0.89,0.90%,15,12,27,4.006,4.00%,221,210,431,63.947,63.90%,54,39,93,13.798,13.80%,55,52,107,15.875,15.90%,0,0,0,0,0.00%,3,7,10,1.484,1.50%,674,0,0,0
2017,Berryhill School,BERRYHILL SCHOOL,-80.990215,35.212586,4,2,6,0.853,0.90%,12,15,27,3.841,3.80%,212,231,443,63.016,63.00%,70,43,113,16.074,16.10%,51,45,96,13.656,13.70%,0,0,0,0,0.00%,7,11,18,2.56,2.60%,703,0,0,0
2018,Berryhill School,BERRYHILL SCHOOL,-80.990215,35.212586,3,2,5,0.942,0.90%,7,10,17,3.202,3.20%,168,176,344,64.783,64.80%,50,32,82,15.443,15.40%,37,34,71,13.371,13.40%,0,0,0,0,0.00%,5,7,12,2.26,2.30%,531,0,0,0
2019,Berryhill School,BERRYHILL SCHOOL,-80.990215,35.212586,0,1,1,0.198,0.20%,8,8,16,3.162,3.20%,179,177,356,70.356,70.40%,36,29,65,12.846,12.80%,28,30,58,11.462,11.50%,0,0,0,0,0.00%,5,5,10,1.976,2.00%,506,0,0,0
2020,Berryhill School,BERRYHILL SCHOOL,-80.990215,35.212586,0,1,1,0.218,0.20%,8,8,16,3.493,3.50%,162,171,333,72.707,72.70%,29,21,50,10.917,10.90%,29,24,53,11.572,11.60%,0,0,0,0,0.00%,3,2,5,1.092,1.10%,458,0,0,0
2008,BEVERLY WOODS ELEM,BEVERLY WOODS ELEMENTARY,-80.83718,35.131344,0,0,0,0,0.00%,13,6,19,2.343,2.30%,20,21,41,5.055,5.10%,72,74,146,18.002,18.00%,313,292,605,74.599,74.60%,0,0,0,0,0.00%,0,0,0,0,0.00%,811,0,0,0
2009,BEVERLY WOODS ELEM,BEVERLY WOODS ELEMENTARY,-80.83718,35.131344,1,2,3,0.375,0.40%,12,9,21,2.628,2.60%,22,26,48,6.008,6.00%,57,65,122,15.269,15.30%,311,294,605,75.72,75.70%,0,0,0,0,0.00%,0,0,0,0,0.00%,799,1,0,1
2010,BEVERLY WOODS ELEM,BEVERLY WOODS ELEMENTARY,-80.83718,35.131344,1,1,2,0.268,0.30%,6,11,17,2.276,2.30%,16,22,38,5.087,5.10%,50,52,102,13.655,13.70%,294,294,588,78.715,78.70%,0,0,0,0,0.00%,0,0,0,0,0.00%,747,1,0,1
2011,BEVERLY WOODS ELEMENTARY,BEVERLY WOODS ELEMENTARY,-80.83718,35.131344,0,0,0,0,0.00%,9,7,16,2.171,2.20%,19,22,41,5.563,5.60%,39,30,69,9.362,9.40%,295,296,591,80.19,80.20%,0,0,0,0,0.00%,12,8,20,2.714,2.70%,737,1,1,1
2012,BEVERLY WOODS ELEMENTARY,BEVERLY WOODS ELEMENTARY,-80.83718,35.131344,0,0,0,0,0.00%,10,13,23,2.882,2.90%,27,21,48,6.015,6.00%,54,35,89,11.153,11.20%,312,313,625,78.321,78.30%,0,0,0,0,0.00%,8,5,13,1.629,1.60%,798,1,0,1
2013,BEVERLY WOODS ELEMENTARY,BEVERLY WOODS ELEMENTARY,-80.83718,35.131344,0,0,0,0,0.00%,10,8,18,2.372,2.40%,21,24,45,5.929,5.90%,47,29,76,10.013,10.00%,301,304,605,79.71,79.70%,0,0,0,0,0.00%,10,5,15,1.976,2.00%,759,1,0,1
2014,Beverly Woods Elementary,BEVERLY WOODS ELEMENTARY,-80.83718,35.131344,0,1,1,0.135,0.10%,6,8,14,1.887,1.90%,24,20,44,5.93,5.90%,39,33,72,9.704,9.70%,287,302,589,79.38,79.40%,0,0,0,0,0.00%,15,7,22,2.965,3.00%,742,1,1,1
2015,Beverly Woods Elementary,BEVERLY WOODS ELEMENTARY,-80.83718,35.131344,0,1,1,0.132,0.10%,8,13,21,2.77,2.80%,28,18,46,6.069,6.10%,39,46,85,11.214,11.20%,286,303,589,77.704,77.70%,0,0,0,0,0.00%,11,5,16,2.111,2.10%,758,1,0,1
2016,Beverly Woods Elementary,BEVERLY WOODS ELEMENTARY,-80.83718,35.131344,0,0,0,0,0.00%,22,22,44,5.591,5.60%,35,17,52,6.607,6.60%,27,39,66,8.386,8.40%,303,304,607,77.128,77.10%,0,0,0,0,0.00%,11,7,18,2.287,2.30%,787,1,1,1
2017,Beverly Woods Elementary,BEVERLY WOODS ELEMENTARY,-80.83718,35.131344,0,0,0,0,0.00%,36,34,70,9.091,9.10%,33,20,53,6.883,6.90%,25,40,65,8.442,8.40%,275,291,566,73.506,73.50%,0,0,0,0,0.00%,9,7,16,2.078,2.10%,770,0,1,1
2018,Beverly Woods Elementary,BEVERLY WOODS ELEMENTARY,-80.83718,35.131344,0,0,0,0,0.00%,54,35,89,11.914,11.90%,32,17,49,6.56,6.60%,20,40,60,8.032,8.00%,265,263,528,70.683,70.70%,1,0,1,0.134,0.10%,12,8,20,2.677,2.70%,747,0,1,1
2019,Beverly Woods Elementary,BEVERLY WOODS ELEMENTARY,-80.83718,35.131344,0,0,0,0,0.00%,58,46,104,12.698,12.70%,41,14,55,6.716,6.70%,31,45,76,9.28,9.30%,288,266,554,67.643,67.60%,1,0,1,0.122,0.10%,17,12,29,3.541,3.50%,819,0,1,1
2020,Beverly Woods Elementary,BEVERLY WOODS ELEMENTARY,-80.83718,35.131344,0,0,0,0,0.00%,58,40,98,12.564,12.60%,37,21,58,7.436,7.40%,26,40,66,8.462,8.50%,276,254,530,67.949,67.90%,1,0,1,0.128,0.10%,13,14,27,3.462,3.50%,780,0,1,1
2008,BILLINGSVILLE ELEM,BILLINGSVILLE ELEMENTARY,-80.809682,35.196247,0,0,0,0,0.00%,17,19,36,8.824,8.80%,51,33,84,20.588,20.60%,131,142,273,66.912,66.90%,9,6,15,3.676,3.70%,0,0,0,0,0.00%,0,0,0,0,0.00%,408,0,1,1
2009,BILLINGSVILLE ELEM,BILLINGSVILLE ELEMENTARY,-80.809682,35.196247,2,0,2,0.526,0.50%,14,18,32,8.421,8.40%,52,35,87,22.895,22.90%,126,122,248,65.263,65.30%,5,6,11,2.895,2.90%,0,0,0,0,0.00%,0,0,0,0,0.00%,380,0,1,1
2010,BILLINGSVILLE ELEM,BILLINGSVILLE ELEMENTARY,-80.809682,35.196247,1,0,1,0.221,0.20%,27,35,62,13.717,13.70%,58,40,98,21.681,21.70%,135,140,275,60.841,60.80%,9,7,16,3.54,3.50%,0,0,0,0,0.00%,0,0,0,0,0.00%,452,0,1,1
2011,BILLINGSVILLE ELEMENTARY,BILLINGSVILLE ELEMENTARY,-80.809682,35.196247,0,0,0,0,0.00%,30,32,62,14.588,14.60%,46,45,91,21.412,21.40%,126,124,250,58.824,58.80%,8,6,14,3.294,3.30%,0,0,0,0,0.00%,3,5,8,1.882,1.90%,425,0,1,1
2012,BILLINGSVILLE ELEMENTARY,BILLINGSVILLE ELEMENTARY,-80.809682,35.196247,2,0,2,0.377,0.40%,35,41,76,14.313,14.30%,63,48,111,20.904,20.90%,163,148,311,58.569,58.60%,17,10,27,5.085,5.10%,0,0,0,0,0.00%,3,1,4,0.753,0.80%,531,0,1,1
2013,BILLINGSVILLE ELEMENTARY,BILLINGSVILLE ELEMENTARY,-80.809682,35.196247,3,0,3,0.559,0.60%,28,26,54,10.056,10.10%,60,60,120,22.346,22.30%,178,152,330,61.453,61.50%,12,6,18,3.352,3.40%,0,0,0,0,0.00%,10,2,12,2.235,2.20%,537,0,1,1
2014,Billingsville Elementary,BILLINGSVILLE ELEMENTARY,-80.809682,35.196247,2,1,3,0.542,0.50%,24,25,49,8.861,8.90%,61,64,125,22.604,22.60%,167,176,343,62.025,62.00%,13,11,24,4.34,4.30%,0,0,0,0,0.00%,7,2,9,1.627,1.60%,553,0,1,1
2015,Billingsville Elementary,BILLINGSVILLE ELEMENTARY,-80.809682,35.196247,1,0,1,0.166,0.20%,17,22,39,6.478,6.50%,64,75,139,23.09,23.10%,187,202,389,64.618,64.60%,10,20,30,4.983,5.00%,0,0,0,0,0.00%,2,2,4,0.664,0.70%,602,0,1,1
2016,Billingsville Elementary,BILLINGSVILLE ELEMENTARY,-80.809682,35.196247,0,2,2,0.606,0.60%,4,4,8,2.424,2.40%,10,17,27,8.182,8.20%,148,138,286,86.667,86.70%,3,2,5,1.515,1.50%,0,0,0,0,0.00%,2,0,2,0.606,0.60%,330,1,1,1
2017,Billingsville Elementary,BILLINGSVILLE ELEMENTARY,-80.809682,35.196247,0,2,2,0.608,0.60%,6,2,8,2.432,2.40%,18,19,37,11.246,11.20%,148,125,273,82.979,83.00%,2,2,4,1.216,1.20%,0,0,0,0,0.00%,4,1,5,1.52,1.50%,329,1,1,1
2018,Billingsville Elementary,BILLINGSVILLE ELEMENTARY,-80.809682,35.196247,0,1,1,0.311,0.30%,5,5,10,3.106,3.10%,20,19,39,12.112,12.10%,135,125,260,80.745,80.70%,2,4,6,1.863,1.90%,0,0,0,0,0.00%,4,2,6,1.863,1.90%,322,1,1,1
2019,Billingsville Elementary,BILLINGSVILLE ELEMENTARY,-80.809682,35.196247,0,0,0,0,0.00%,7,11,18,3.888,3.90%,31,30,61,13.175,13.20%,106,106,212,45.788,45.80%,83,78,161,34.773,34.80%,0,1,1,0.216,0.20%,5,5,10,2.16,2.20%,463,0,0,0
2020,Billingsville Elementary,BILLINGSVILLE ELEMENTARY,-80.809682,35.196247,0,0,0,0,0.00%,11,8,19,4.645,4.60%,20,25,45,11.002,11.00%,99,87,186,45.477,45.50%,70,75,145,35.452,35.50%,0,0,0,0,0.00%,6,8,14,3.423,3.40%,409,0,0,0
2008,BIOTECH HLTH PA OLYM,BIOTECH HLTH PA OLYM,-80.952397,35.158007,1,3,4,0.99,1.00%,12,34,46,11.386,11.40%,29,48,77,19.059,19.10%,54,121,175,43.317,43.30%,32,70,102,25.248,25.20%,0,0,0,0,0.00%,0,0,0,0,0.00%,404,0,0,0
2008,LEGETTE BLYTHE ELEM,BLYTHE ELEMENTARY,-80.83496,35.376598,1,1,2,0.219,0.20%,20,9,29,3.18,3.20%,81,68,149,16.338,16.30%,176,151,327,35.855,35.90%,212,193,405,44.408,44.40%,0,0,0,0,0.00%,0,0,0,0,0.00%,912,0,0,0
2009,LEGETTE BLYTHE ELEM,BLYTHE ELEMENTARY,-80.83496,35.376598,1,0,1,0.109,0.10%,20,11,31,3.377,3.40%,70,91,161,17.538,17.50%,157,156,313,34.096,34.10%,209,203,412,44.88,44.90%,0,0,0,0,0.00%,0,0,0,0,0.00%,918,0,0,0
2010,LEGETTE BLYTHE ELEM,BLYTHE ELEMENTARY,-80.83496,35.376598,2,1,3,0.33,0.30%,16,11,27,2.967,3.00%,71,83,154,16.923,16.90%,167,155,322,35.385,35.40%,207,197,404,44.396,44.40%,0,0,0,0,0.00%,0,0,0,0,0.00%,910,0,0,0
2011,BLYTHE ELEMENTARY,BLYTHE ELEMENTARY,-80.83496,35.376598,1,0,1,0.111,0.10%,17,8,25,2.781,2.80%,84,95,179,19.911,19.90%,116,120,236,26.251,26.30%,206,189,395,43.938,43.90%,0,0,0,0,0.00%,28,35,63,7.008,7.00%,899,0,0,0
2012,BLYTHE ELEMENTARY,BLYTHE ELEMENTARY,-80.83496,35.376598,1,0,1,0.094,0.10%,22,11,33,3.107,3.10%,116,112,228,21.469,21.50%,162,155,317,29.849,29.80%,249,205,454,42.75,42.70%,0,0,0,0,0.00%,11,18,29,2.731,2.70%,"1,062",0,0,0
2013,BLYTHE ELEMENTARY,BLYTHE ELEMENTARY,-80.83496,35.376598,1,1,2,0.189,0.20%,21,16,37,3.5,3.50%,126,109,235,22.233,22.20%,154,165,319,30.18,30.20%,252,186,438,41.438,41.40%,0,0,0,0,0.00%,11,15,26,2.46,2.50%,"1,057",0,0,0
2014,Blythe Elementary,BLYTHE ELEMENTARY,-80.83496,35.376598,1,4,5,0.462,0.50%,18,24,42,3.878,3.90%,130,120,250,23.084,23.10%,174,180,354,32.687,32.70%,227,177,404,37.304,37.30%,0,1,1,0.092,0.10%,11,16,27,2.493,2.50%,"1,083",0,0,0
